book_id,goodreads_book_id,title,authors,genres
5893,15944406,Doll Bones,"Holly Black, Eliza Wheeler","award-winner,award-winners,children,children-s,children-s-books,children-s-fiction,children-s-lit,children-s-literature,childrens,childrens-books,childrens-fiction,childrens-lit,contemporary,creepy,fantasy,fantasy-sci-fi,fiction,ghost,ghost-stories,ghosts,horror,j-fiction,juvenile-fiction,magical-realism,middle-grade,middle-grade-fiction,middle-grades,mystery,realistic-fiction,suspense,ya,ya-fiction,ya-lit,young-adult"
5894,11057626,"Red Mist (Kay Scarpetta, #19)",Patricia Cornwell,"adult-fiction,crime,crime-mystery,crime-novels,crime-thriller,detective,fiction,forensic-mystery,murder-mystery,mysteries-thrillers,mystery,mystery-crime,mystery-series,mystery-suspense,mystery-thriller,mystery-thriller-suspense,mystery-thrillers,suspense,suspense-thriller,thriller,thrillers"
5895,11277218,"I Am Half-Sick of Shadows (Flavia de Luce, #4)",Alan Bradley,"adult-fiction,british-mystery,cozy-mystery,crime,crime-mystery,crime-thriller,detective,fiction,fiction-mystery,historical,historical-fiction,historical-mystery,murder-mystery,mystery,mystery-cozy,mystery-crime,mystery-detective,mystery-historical,mystery-series,mystery-suspense,mystery-suspense-thriller,mystery-thriller,suspense,ya,young-adult"
5896,12881141,"Wild Man (Dream Man, #2)",Kristen Ashley,"adult-romance,contemporary,contemporary-romance,crime,erotic-romance,fiction,military,mystery,romance,romance-contemporary,romantic-suspense,suspense"
5897,23129410,Welcome to Night Vale,"Joseph Fink, Jeffrey Cranor","adult-fiction,contemporary,fantasy,fantasy-sci-fi,fiction,horror,magical-realism,mystery,mystery-thriller,sci-fi,sci-fi-fantasy,science-fiction,scifi,scifi-fantasy,speculative-fiction,to-read-fiction,weird-fiction,young-adult"
5898,299384,Sleeping Beauty: a Little Golden Book (Disney Princess),"Michael Teitelbaum, Walt Disney Company","children,children-books,children-s,children-s-book,children-s-books,children-s-fiction,children-s-lit,children-s-literature,children-s-picture-books,childrens,childrens-books,childrens-literature,classics,comics,fairy-tales,fantasy,fiction,for-children,magic,royalty,traditional-literature"
5899,110385,"An Offer From a Gentleman (Bridgertons, #3)",Julia Quinn,"adult-fiction,adult-romance,fairy-tales,fiction,historic-romance,historical,historical-fiction,historical-romance,historical-romances,historicals,history,regency-romance,romance,romance-historical,romance-novels,romance-regency,romances"
5900,18304322,"Dumplin' (Dumplin', #1)",Julie   Murphy,"contemporary,contemporary-fiction,contemporary-romance,contemporary-ya,fiction,realistic-fiction,romance,teen,teen-fiction,to-read-ya,ya,ya-books,ya-contemporary,ya-fiction,ya-lit,ya-realistic-fiction,ya-romance,young-adult,young-adult-fiction"
5901,23533039,Ancillary Mercy (Imperial Radch #3),Ann Leckie,"aliens,fantasy,fantasy-sci-fi,fantasy-scifi,fiction,military,military-science-fiction,military-sf,politics,sci-fi,sci-fi-and-fantasy,sci-fi-fantasy,science-fiction,science-fiction-and-fantasy,science-fiction-fantasy,sciencefiction,scifi,scifi-fantasy,sf-fantasy,space,speculative-fiction,war"
5902,8038219,The Darkest Surrender  (Lords of the Underworld #8),Gena Showalter,"adult-romance,contemporary,contemporary-romance,fantasy,fantasy-paranormal,fantasy-romance,fiction,greek-mythology,magic,mythology,para-romance,paranormal-fantasy,paranormal-romance,romance,romance-paranormal,supernatural-romance,warriors"
5903,11563,Danse Macabre,Stephen King,"autobiography,biography,contemporary,fantasy,fiction,general-fiction,general-non-fiction,history,horror,horror-fiction,horror-suspense,horror-thriller,literature,memoir,non-fiction,nonfiction,sci-fi,science-fiction,thriller"
5904,15762657,"Seducing Cinderella (Fighting for Love, #1)",Gina L. Maxwell,"adult-fiction,adult-romance,erotic-romance,fiction,romance,romance-contemporary,sports-romance"
5905,28184,"Blue Shoes and Happiness (No. 1 Ladies' Detective Agency, #7)",Alexander McCall Smith,"adult-fiction,contemporary,contemporary-fiction,cozy-mystery,crime,crime-mystery,detective,detective-fiction,detective-mystery,detectives,female-detective,fiction,fiction-general,fiction-mystery,general-fiction,literature,mystery,mystery-cozy,mystery-crime,mystery-series,mystery-suspense,mystery-thriller,popular-fiction"
5906,104734,The Vagina Monologues,"Eve Ensler, Gloria Steinem","american-literature,biography,classics,contemporary,fiction,literature,memoir,memoirs,non-fiction,nonfiction,philosophy,poetry,politics,to-read-non-fiction"
5907,31244,Our Mutual Friend,Charles Dickens,"british-literature,classic-fiction,classic-literature,classics,classics-to-read,english-literature,fiction,general-fiction,historical,historical-fiction,literary-fiction,literature,mystery,romance,to-read-classics,to-read-fiction,victorian-literature"
5908,531262,A Handful of Dust,Evelyn Waugh,"20th-century-literature,adult-fiction,british-fiction,british-literature,classic-fiction,classic-literature,classics,classics-to-read,english-literature,fiction,fiction-classics,fiction-to-read,general-fiction,historical-fiction,literary-fiction,literature,modern-classics,to-read-classics,to-read-fiction"
5909,95608,Leota's Garden,Francine Rivers,"adult-fiction,christian-fiction,christianfiction,contemporary,contemporary-fiction,fiction,fiction-christian,fiction-read,general-fiction,historical-fiction,inspirational-fiction,read-fiction,realistic-fiction,religious-fiction,romance,womens-fiction,young-adult"
5910,6532496,Not My Daughter,Barbara Delinsky,"adult-fiction,contemporary,contemporary-fiction,fiction,general-fiction,realistic-fiction,romance,teen,women-s-fiction,womens-fiction,young-adult"
5911,50618,The Book of Illusions,Paul Auster,"adult-fiction,american-fiction,american-literature,contemporary,contemporary-fiction,fiction,fiction-literature,general-fiction,literary-fiction,literature,modern-fiction,mystery"
5912,112756,"To Tame a Highland Warrior (Highlander, #2)",Karen Marie Moning,"adult-fiction,adult-romance,fantasy,fantasy-paranormal,fantasy-romance,fiction,historical,historical-fiction,historical-romance,magic,mythology,paranormal-fantasy,paranormal-romance,romance,romance-historical,romance-paranormal,science-fiction,warriors"
5913,171020,A Mango-Shaped Space,Wendy Mass,"children,children-s,children-s-books,children-s-lit,children-s-literature,childrens,childrens-lit,contemporary,contemporary-fiction,fiction,general-fiction,juvenile-fiction,middle-grade,middle-grades,psychology,realistic-fiction,romance,teen,teen-fiction,ya,ya-books,ya-fiction,ya-lit,ya-novels,young-adult,young-adult-fiction,young-adult-lit"
5914,41950,Quentins,Maeve Binchy,"adult-fiction,contemporary,contemporary-fiction,contemporary-romance,fiction,fiction-contemporary,fiction-general,general-fiction,historical-fiction,irish-literature,literature,modern-fiction,mystery,popular-fiction,read-fiction,realistic-fiction,romance,women-s-fiction,womens-fiction"
5915,304,Daniel Deronda,"George Eliot, Edmund White","19th-century-literature,adult-fiction,british-literature,classic-fiction,classic-literature,classics,classics-to-read,english-literature,fiction,fiction-to-read,general-fiction,historical,historical-fiction,literary-fiction,literature,penguin-classics,romance,the-classics,to-read-classics,to-read-fiction,victorian-literature"
5916,27161845,Here's to Us,Elin Hilderbrand,"adult-fiction,contemporary,contemporary-fiction,fiction,general-fiction,literary-fiction,realistic-fiction,romance,to-read-fiction,women-s-fiction,womens-fiction"
5917,7203690,"Chasing Perfect (Fool's Gold, #1)",Susan Mallery,"adult-fiction,adult-romance,contemp-romance,contemporary,contemporary-fiction,contemporary-romance,fiction,modern-romance,romance,romance-contemporary,sports-romance"
5918,97632,The Debutante Divorcee,Plum Sykes,"adult-fiction,chick-lit-romance,contemporary,contemporary-fiction,fiction,general-fiction,romance,womens-fiction,young-adult"
5919,265205,Life Application Study Bible: NIV,"Anonymous, Ronald A. Beers, Ronald A. Beers","christian-non-fiction,classics,historical,history,non-fiction,nonfiction,philosophy,poetry"
5920,39028,"The Wheel of Darkness (Pendergast, #8)","Douglas Preston, Lincoln Child","action-thriller,adult-fiction,contemporary,contemporary-fiction,crime,crime-mystery,crime-thriller,detective,fantasy,fiction,fiction-read,fiction-thriller,general-fiction,horror,murder-mystery,mystery,mystery-crime,mystery-detective,mystery-series,mystery-suspense,mystery-thriller,mystery-thrillers,sci-fi,sci-fi-fantasy,science-fiction,suspense,suspense-thriller,thriller,thriller-mystery,thriller-suspense,thrillers"
5921,25733990,"Sleeping Giants (Themis Files, #1)",Sylvain Neuvel,"adult-fiction,aliens,contemporary,fantasy,fantasy-sci-fi,fantasy-scifi,fiction,mystery,mythology,sci-fi,sci-fi-and-fantasy,sci-fi-fantasy,sci-fi-to-read,science-fiction,science-fiction-fantasy,scifi,scifi-fantasy,speculative-fiction,suspense,thriller,to-read-fiction,to-read-sci-fi,young-adult"
5922,15795628,Blackmoore,Julianne Donaldson,"adult-fiction,christian-fiction,clean-romance,fiction,gothic,historic-fiction,historical,historical-fiction,historical-romance,history,love-story,realistic-fiction,regency-romance,romance,romance-historical,ya,young-adult"
5923,47720,The Sandman: Endless Nights,"Neil Gaiman, Barron Storey, Bill Sienkiewicz, Glenn Fabry, Dave McKean, P. Craig Russell, Milo Manara, Miguelanxo Prado, Frank Quitely, Todd Klein","comic-books-graphic-novels,comic-graphic-novel,comics,comics-and-graphic-novels,comics-graphic-novels,comics-manga,comics-read,dc-comics,fantasy,fantasy-sci-fi,fantasy-scifi,fiction,gothic,graphic-novel,graphic-novel-comic,graphic-novel-comics,graphic-novels,graphic-novels-and-comics,graphic-novels-comics,graphic-novels-read,historical-fiction,horror,magic,manga-comics,mythology,read-comics,sci-fi,sci-fi-fantasy,science-fiction,scifi-fantasy,sf-fantasy,speculative-fiction,to-read-graphic-novels,vertigo-comics,young-adult"
5924,202292,The First Wives Club,Olivia Goldsmith,"adult-fiction,chick-lit-romance,contemporary,contemporary-fiction,fiction,general-fiction,modern-fiction,romance,women-s-fiction,womens-fiction"
5925,250729,The Vanishing Act of Esme Lennox,Maggie O'Farrell,"adult-fiction,contemporary,contemporary-fiction,fiction,general-fiction,gothic,historical,historical-fiction,history,literary-fiction,literature,modern-fiction,mystery,mystery-suspense,mystery-thriller,psychology,realistic-fiction,to-read-fiction"
5926,550720,The Night Watch,Sarah Waters,"adult-fiction,british-literature,contemporary,contemporary-fiction,fiction,general-fiction,historical,historical-fiction,historicalfiction,history,literary-fiction,literature,romance,war,world-war-2,world-war-ii,world-war-two"
5927,21853645,"Mightier Than the Sword (The Clifton Chronicles, #5)",Jeffrey Archer,"adult-fiction,british-fiction,british-literature,contemporary,fiction,fiction-historical,general-fiction,historical,historical-fiction,history,mystery,mystery-thriller,romance,suspense,suspense-thriller,thriller"
5928,31331,"Blood Canticle (The Vampire Chronicles, #10)",Anne Rice,"adult-fiction,contemporary,fantasy,fantasy-sci-fi,fiction,ghosts,gothic,historical,historical-fiction,horror,horror-supernatural,magic,paranormal-romance,romance,sci-fi-fantasy,scifi-fantasy,thriller,vampire-fiction,witches"
5929,13060,Nature Girl,Carl Hiaasen,"adult-fiction,contemporary,contemporary-fiction,crime,crime-mystery,crime-thriller,detective,fiction,fiction-general,general-fiction,mystery,mystery-crime,mystery-suspense,mystery-thriller,suspense,thriller,thriller-mystery,thrillers"
5930,11553,Boy's Life,Robert McCammon,"adult-fiction,children,classics,contemporary,contemporary-fiction,crime,fantasy,fiction,general-fiction,historical,historical-fiction,horror,horror-thriller,literary-fiction,literature,magic,magical-realism,mystery,mystery-suspense,mystery-thriller,southern-fiction,suspense,thriller,to-read-fiction,to-read-horror,ya,young-adult"
5931,20563,Adam Bede,"George Eliot, Joanna Trollope, Hugh Osborne","19th-century-literature,adult-fiction,british-literature,classic-fiction,classic-literature,classics,classics-to-read,english-literature,fiction,general-fiction,historical,historical-fiction,literary-fiction,literature,penguin-classics,romance,the-classics,to-read-classics,to-read-fiction,victorian-literature"
5932,16235,Sister of My Heart,Chitra Banerjee Divakaruni,"adult-fiction,contemporary,contemporary-fiction,fiction,fiction-general,general-fiction,historical-fiction,indian-fiction,indian-literature,literary-fiction,literature,realistic-fiction,romance,to-read-fiction,world-literature"
5933,3181564,The Housekeeper and the Professor,"Yōko Ogawa, Stephen Snyder","adult-fiction,asian-literature,contemporary,contemporary-fiction,fiction,general-fiction,japanese-fiction,japanese-literature,literary-fiction,literature,modern-fiction,realistic-fiction,romance,to-read-fiction"
5934,102525,"H is for Homicide (Kinsey Millhone, #8)",Sue Grafton,"adult-fiction,contemporary,cozy-mystery,crime,crime-and-mystery,crime-mystery,crime-thriller,detective,detective-fiction,detectives,female-detective,fiction,fiction-mystery,murder-mystery,mystery,mystery-crime,mystery-detective,mystery-series,mystery-suspense,mystery-suspense-thriller,mystery-thriller,mystery-thriller-suspense,mystery-thrillers,suspense,thriller"
5935,221059,JPod,Douglas Coupland,"adult-fiction,canadian-fiction,canadian-literature,contemporary,contemporary-fiction,fiction,general-fiction,literary-fiction,literature,metafiction,modern-fiction,sci-fi,science-fiction,to-read-fiction"
5936,32437,The Face,Dean Koontz,"adult-fiction,crime,fantasy,fiction,horror,horror-supernatural,horror-suspense,horror-thriller,mystery,mystery-suspense,mystery-thriller,science-fiction,suspense,suspense-horror,suspense-thriller,thriller,thriller-horror,thriller-suspense,thrillers"
5937,2714607,The Ascent of Money: A Financial History of the World,Niall Ferguson,"business-economics,economics,economics-business,economics-finance,european-history,general-history,historical,history,history-to-read,microhistory,non-fiction,non-fiction-to-read,nonfiction,philosophy,politics,politics-economics,to-read-history,to-read-non-fiction,to-read-nonfiction,world-history"
5938,20697471,Food: A Love Story,Jim Gaffigan,"adult-non-fiction,adult-nonfiction,autobiography,autobiography-memoir,bio-memoir,biography,biography-autobiography,biography-memoir,contemporary,fiction,memoir,memoir-autobiography,memoir-biography,memoirs,non-fiction,non-fiction-to-read,nonfiction,to-read-nonfiction"
5939,18079527,The Impossible Knife of Memory,Laurie Halse Anderson,"contemporary,contemporary-fiction,fiction,military,psychology,realistic-fiction,romance,teen,teen-books,teen-fiction,teens,to-read-ya,war,ya,ya-books,ya-contemporary,ya-fiction,ya-lit,ya-novels,ya-realistic-fiction,ya-romance,ya-to-read,young-adult,young-adult-books,young-adult-fiction,young-adult-lit"
5940,19164,"Purgatorio (The Divine Comedy, #2)","Dante Alighieri, Robert M. Durling","classic-fiction,classic-literature,classics,classics-to-read,european-literature,fantasy,fiction,general-fiction,historical,historical-fiction,history,horror,literature,mythology,philosophy,poetry,poetry-and-plays,to-read-classics,world-literature"
5941,7277715,"Deliver Us from Evil (A. Shaw, #2)",David Baldacci,"action-thriller,adult-fiction,crime,crime-mystery,crime-thriller,detective,fiction,mysteries-thrillers,mystery,mystery-crime,mystery-suspense,mystery-suspense-thriller,mystery-thriller,mystery-thriller-suspense,political-thriller,spy-thriller,suspense,suspense-thriller,thriller,thriller-mystery,thriller-suspense,thrillers"
5942,13586743,One Last Thing Before I Go,Jonathan Tropper,"adult-fiction,contemporary,contemporary-fiction,fiction,general-fiction,literary-fiction,literature,popular-fiction,realistic-fiction,to-read-fiction"
5943,6609549,"By the Time You Read This, I'll Be Dead","Julie Anne Peters, C.J. Bott","contemporary,contemporary-fiction,fiction,psychology,realistic-fiction,romance,teen,teen-fiction,teens,ya,ya-books,ya-contemporary,ya-fiction,ya-lit,ya-to-read,young-adult,young-adult-fiction"
5944,15801668,The Girls of Atomic City: The Untold Story of the Women Who Helped Win World War II,Denise Kiernan,"adult-non-fiction,adult-nonfiction,american-history,biography,biography-memoir,historical,historical-fiction,historical-non-fiction,historical-nonfiction,history,history-american,history-biography,history-nonfiction,memoir,military,non-fiction,non-fiction-history,non-fiction-to-read,nonfiction,nonfiction-history,nonfiction-to-read,politics,to-read-non-fiction,to-read-nonfiction,us-history,war,world-war-2,world-war-ii"
5945,21340,"City of Night (Dean Koontz's Frankenstein, #2)","Dean Koontz, Ed Gorman, John Bedford Lloyd","adult-fiction,contemporary,crime,detective,fantasy,fantasy-sci-fi,fantasy-scifi,fiction,horror,horror-fiction,horror-supernatural,horror-suspense,horror-thriller,mystery,mystery-suspense,mystery-thriller,sci-fi,sci-fi-fantasy,science-fiction,scifi,suspense,suspense-horror,suspense-thriller,thriller,thriller-horror,thriller-suspense,thrillers"
5946,215540,"The Quillan Games (Pendragon, #7)",D.J. MacHale,"children,children-s,children-s-books,childrens,childrens-fiction,fantasy,fantasy-sci-fi,fantasy-scifi,fiction,genre-fantasy,magic,middle-grade,modern-fantasy,mystery,sci-fi,sci-fi-fantasy,science-fiction,science-fiction-fantasy,scifi,scifi-fantasy,teen,teen-fiction,ya,ya-fantasy,ya-fiction,ya-lit,young-adult,young-adult-fantasy,young-adult-fiction"
5947,6820,number9dream,David Mitchell,"adult-fiction,british-literature,contemporary,contemporary-fiction,contemporary-literature,crime,english-literature,fantasy,fiction,fiction-to-read,general-fiction,literary-fiction,literature,literature-fiction,magic-realism,magical-realism,modern-fiction,mystery,romance,sci-fi,sci-fi-fantasy,science-fiction,speculative-fiction,to-read-fiction"
5948,3384,Girlfriend in a Coma,Douglas Coupland,"adult-fiction,canadian-fiction,canadian-literature,contemporary,contemporary-fiction,contemporary-lit,fantasy,fiction,fiction-literature,general-fiction,literary-fiction,literature,magical-realism,modern-fiction,other-fiction,read-fiction,sci-fi,sci-fi-fantasy,science-fiction,scifi,ya,young-adult"
5949,92227,"The Green Mile, Part 1: The Two Dead Girls",Stephen King,"adult-fiction,classics,crime,fantasy,fiction,fiction-horror,general-fiction,historical,historical-fiction,horror,horror-suspense,horror-thriller,modern-fiction,mystery,sci-fi,science-fiction,suspense,thriller,thrillers"
5950,16200,Ella Minnow Pea: A Novel in Letters,Mark Dunn,"adult-fiction,classics,contemporary,contemporary-fiction,fantasy,fiction,general-fiction,literary-fiction,literature,modern-fiction,politics,science-fiction,speculative-fiction,to-read-fiction,ya,young-adult"
5951,938544,"Toll the Hounds (The Malazan Book of the Fallen, #8)",Steven Erikson,"adult-fantasy,fantasy,fantasy-epic,fantasy-fiction,fantasy-read,fantasy-sci-fi,fantasy-series,fantasy-to-read,fiction,fiction-fantasy,genre-fantasy,gritty-fantasy,heroic-fantasy,magic,military,military-fantasy,read-fantasy,sci-fi-fantasy,science-fiction,science-fiction-fantasy,scifi-fantasy,sf-fantasy,speculative-fiction,thriller,to-read-fantasy,to-read-fiction,war"
5952,1430213,The Bone Garden ,Tess Gerritsen,"adult-fiction,contemporary,crime,crime-and-mystery,crime-mystery,crime-thriller,crime-thrillers,detective,fiction,historical,historical-fiction,historical-mystery,history,horror,medical-thriller,murder-mystery,mystery,mystery-crime,mystery-suspense,mystery-suspense-thriller,mystery-thriller,mystery-thrillers,romance,suspense,suspense-thriller,thriller,thriller-mystery,thriller-suspense,thrillers"
5953,994156,"Supernova: Ksatria, Puteri, dan Bintang Jatuh",Dee Lestari,"asian-literature,contemporary,contemporary-romance,fantasy,fiction,general-fiction,literature,philosophy,punya,romance,sci-fi,science-fiction,scifi,young-adult"
5954,23019294,A Head Full of Ghosts,Paul Tremblay,"adult-fiction,contemporary,creepy,crime,fantasy,fiction,ghost-stories,ghosts,gothic,horror,horror-suspense,horror-thriller,mystery,mystery-suspense,mystery-thriller,psychological-thriller,psychological-thrillers,psychology,suspense,suspense-thriller,thriller,thriller-horror,thriller-suspense,thrillers,to-read-fiction,to-read-horror"
5955,22889767,Better Than Before: Mastering the Habits of Our Everyday Lives,Gretchen Rubin,"adult-non-fiction,adult-nonfiction,memoir,memoirs,non-fiction,non-fiction-to-read,nonfiction,psychology,to-read-non-fiction,to-read-nonfiction"
5956,18210706,"Broken Homes (Peter Grant, #4)",Ben Aaronovitch,"adult-fiction,contemporary,contemporary-fantasy,crime,crime-mystery,crime-thriller,detective,fantasy,fantasy-sci-fi,fantasy-sf,fantasy-urban,fiction,genre-fantasy,horror,magic,magical-realism,modern-fantasy,mystery,mystery-crime,mystery-thriller,sci-fi,sci-fi-fantasy,science-fiction-fantasy,scifi-fantasy,sf-fantasy,speculative-fiction,suspense,thriller,wizards"
5957,169959,"The King's Buccaneer (Krondor's Sons, #2)",Raymond E. Feist,"classic-fantasy,dragons,fantasy,fantasy-books,fantasy-epic,fantasy-fiction,fantasy-high,fantasy-sci-fi,fantasy-science-fiction,fantasy-scifi,fantasy-series,fantasy-sf,fiction,fiction-fantasy,heroic-fantasy,magic,read-fantasy,read-fiction,sci-fi,sci-fi-fantasy,science-fantasy,science-fiction,science-fiction-fantasy,scifi,scifi-fantasy,to-read-fantasy,wizards"
5958,16248114,Maya's Notebook,"Isabel Allende, Anne McLean","adult-fiction,contemporary,contemporary-fiction,fiction,general-fiction,historical,historical-fiction,latin-american-literature,literary-fiction,literature,magical-realism,mystery,realistic-fiction,romance,to-read-fiction,ya,young-adult"
5959,6609764,"One Crazy Summer (Gaither Sisters, #1)",Rita Williams-Garcia,"award-winner,award-winners,children,children-s,children-s-books,children-s-fiction,children-s-lit,children-s-literature,childrens,childrens-books,childrens-fiction,childrens-lit,childrens-literature,contemporary-realistic-fiction,fiction,historical,historical-fic,historical-fiction,history,j-fiction,juvenile-fiction,middle-grade,middle-grade-fiction,middle-grades,national-book-award,realistic-fiction,teen,ya,ya-fiction,ya-historical-fiction,young-adult,young-adult-fiction"
5960,7011403,"Dragon Haven (Rain Wild Chronicles, #2)",Robin Hobb,"adult-fantasy,adult-fiction,dragon,dragons,fantasy,fantasy-epic,fantasy-fiction,fantasy-sci-fi,fantasy-scifi,fantasy-series,fantasy-sf,fantasy-to-read,fiction,fiction-fantasy,magic,read-fantasy,romance,sci-fi,sci-fi-and-fantasy,sci-fi-fantasy,science-fiction,science-fiction-fantasy,scifi-fantasy,sf-fantasy,to-read-fantasy,young-adult"
5961,18035,"Right Ho, Jeeves (Jeeves, #6)",P.G. Wodehouse,"adult-fiction,british-fiction,british-literature,classic-fiction,classics,english-literature,fiction,general-fiction,historical,historical-fiction,literary-fiction,literature,modern-classics,mystery,romance,to-read-fiction"
5962,3359940,"If You're Reading This, It's Too Late (Secret, #2)","Pseudonymous Bosch, Gilbert Ford","children,children-s,children-s-books,children-s-lit,childrens,childrens-books,contemporary,fantasy,fantasy-fiction,fiction,juvenile-fiction,magic,middle-grade,mystery,mythology,realistic-fiction,sci-fi,suspense,teen,ya,young-adult"
5963,296942,"Moonrise (Warriors: The New Prophecy, #2)",Erin Hunter,"animal-fantasy,animal-fiction,children,children-s,children-s-books,children-s-literature,childrens,childrens-books,fantasy,fiction,middle-grade,romance,teen,warriors,ya,ya-books,ya-fiction,young-adult"
5964,1316382,The Wednesday Letters,Jason F. Wright,"adult-fiction,christian-fiction,contemporary,contemporary-fiction,contemporary-romance,fiction,general-fiction,love-story,mystery,nonfiction,realistic-fiction,romance"
5965,6371117,"Betrayals (Strange Angels, #2)","Lili St. Crow, Lilith Saintcrow","fantasy,fiction,ghosts,horror,magic,mystery,paranormal-fantasy,paranormal-romance,paranormal-ya,romance,teen,ya,ya-books,ya-fantasy,ya-fiction,ya-lit,ya-paranormal,young-adult,young-adult-fantasy"
5966,13134,You've Been Warned,"James Patterson, Howard Roughan","adult-fiction,contemporary,crime,crime-thriller,fantasy,fiction,ghosts,murder-mystery,mystery,mystery-crime,mystery-suspense,mystery-thriller,suspense,suspense-mystery,suspense-thriller,thriller,thriller-suspense,thrillers"
5967,444347,"Chasing Vermeer (Chasing Vermeer, #1)","Blue Balliett, Brett Helquist","art-history,children,children-s,children-s-books,children-s-fiction,children-s-lit,children-s-literature,children-ya,childrens,childrens-books,childrens-fiction,childrens-lit,childrens-literature,contemporary,crime,fantasy,fiction,j-fiction,junior-fiction,juvenile-fiction,middle-grade,middle-grade-fiction,middle-grades,mystery,mystery-suspense,mystery-thriller,realistic-fiction,teen,ya,ya-fiction,ya-lit,young-adult,young-adult-fiction"
5968,53834,The Jesus I Never Knew,Philip Yancey,"biography,christian-literature,christian-non-fiction,christian-nonfiction,history,non-fiction,nonfiction,philosophy,religion-philosophy,to-read-nonfiction,young-adult"
5969,80630,Turning Angel,Greg Iles,"adult-fiction,contemporary,contemporary-fiction,crime,crime-mystery,crime-mystery-thriller,crime-thriller,detective,fiction,general-fiction,legal-thriller,mysteries-thrillers,mystery,mystery-crime,mystery-series,mystery-thriller,mystery-thriller-suspense,mystery-thrillers,southern-fiction,suspense,suspense-thriller,thriller,thriller-mystery,thriller-suspense,thrillers"
5970,7743783,"The Unidentified Redhead (Redhead, #1)",Alice Clayton,"adult-fiction,adult-romance,contemporary,contemporary-romance,erotic-romance,fiction,realistic-fiction,romance,romance-contemporary"
5971,7905977,"The Adventures of Ook and Gluk, Kung-Fu Cavemen from the Future","Dav Pilkey, George Beard, Harold Hutchins","children,children-s,children-s-book,children-s-books,children-s-lit,childrens,childrens-books,comics,comics-and-graphic-novels,fantasy,fiction,graphic-novel,graphic-novels,historical-fiction,junior-fiction,juvenile-fiction,kids-fiction,middle-grade,sci-fi,science-fiction,young-adult"
5972,20413,A Child's Garden of Verses,"Robert Louis Stevenson, Tasha Tudor","british-literature,children,children-books,children-read,children-s,children-s-book,children-s-books,children-s-classics,children-s-fiction,children-s-lit,children-s-literature,children-s-picture-books,children-ya,children-young-adult,childrens,childrens-books,childrens-classics,childrens-lit,childrens-literature,childrens-ya,classic-literature,classics,favorite-children-s-books,fiction,juvenile-fiction,literature,non-fiction,poetry,poetry-and-plays,young-adult"
5973,9914,The Informers,Bret Easton Ellis,"american-fiction,american-literature,contemporary,contemporary-fiction,english-literature,fiction,fiction-general,general-fiction,horror,literary-fiction,literature,literature-fiction,modern-fiction,mystery,thriller,to-read-fiction,transgressive-fiction"
5974,22054340,"The Queen (The Selection, #0.4)",Kiera Cass,"fantasy,fiction,romance,royals,royalty,sci-fi,science-fiction,teen,ya,ya-books,ya-dystopia,ya-fantasy,ya-fiction,ya-lit,ya-romance,young-adult,young-adult-fiction"
5975,7202829,"The Devil Colony (Sigma Force, #7)",James Rollins,"action-thriller,adult-fiction,adventure-fiction,adventure-thriller,contemporary,fantasy,fiction,fiction-thriller,historical,historical-fiction,historical-mystery,history,military,mysteries-thrillers,mystery,mystery-crime,mystery-suspense,mystery-thriller,mystery-thriller-suspense,sci-fi,science-fiction,suspense,suspense-thriller,techno-thriller,thriller,thriller-mystery,thriller-suspense,thrillers"
5976,7469664,"The Walking Dead, Vol. 12: Life Among Them","Robert Kirkman, Charlie Adlard","adult-fiction,comic-graphic-novel,comics,comics-and-graphic-novels,comics-graphic-novels,comics-manga,comics-read,fantasy,fiction,graphic-novel,graphic-novel-comic,graphic-novel-comics,graphic-novels,graphic-novels-and-comics,graphic-novels-comic-books,graphic-novels-comics,graphic-novels-manga,graphic-novels-read,horror,image-comics,manga,manga-comics,read-comics,read-graphic-novels,sci-fi,sci-fi-fantasy,science-fiction,science-fiction-fantasy,suspense,thriller"
5977,20587777,"Some Luck (Last Hundred Years: A Family Saga, #1)",Jane Smiley,"adult-fiction,contemporary,contemporary-fiction,fiction,fiction-to-read,general-fiction,historical,historical-fic,historical-fiction,history,literary-fiction,literature,modern-fiction,national-book-award,to-read-fiction,war"
5978,72657,Pedagogy of the Oppressed,"Paulo Freire, Myra Bergman Ramos, Donaldo Macedo, Richard Shaull","classics,economics,history,non-fiction,non-fiction-to-read,nonfiction,philosophy,philosophy-theory,political-philosophy,politics,psychology,to-read-non-fiction,to-read-nonfiction"
5979,17262540,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars, #4)",Ian Doescher,"adult-fiction,aliens,classics,contemporary,fantasy,fantasy-sci-fi,fantasy-scifi,fiction,general-fiction,literature,non-fiction,poetry,sci-fi,sci-fi-and-fantasy,sci-fi-fantasy,science-fiction,science-fiction-fantasy,scifi,scifi-fantasy,space,speculative-fiction,to-read-fiction,war,ya,young-adult"
