book_id,goodreads_book_id,genres
5966,13134,"adult-fiction,contemporary,crime,crime-thriller,fantasy,fiction,ghosts,murder-mystery,mystery,mystery-crime,mystery-suspense,mystery-thriller,suspense,suspense-mystery,suspense-thriller,thriller,thriller-suspense,thrillers"
5967,444347,"art-history,children,children-s,children-s-books,children-s-fiction,children-s-lit,children-s-literature,children-ya,childrens,childrens-books,childrens-fiction,childrens-lit,childrens-literature,contemporary,crime,fantasy,fiction,j-fiction,junior-fiction,juvenile-fiction,middle-grade,middle-grade-fiction,middle-grades,mystery,mystery-suspense,mystery-thriller,realistic-fiction,teen,ya,ya-fiction,ya-lit,young-adult,young-adult-fiction"
5968,53834,"biography,christian-literature,christian-non-fiction,christian-nonfiction,history,non-fiction,nonfiction,philosophy,religion-philosophy,to-read-nonfiction,young-adult"
5969,80630,"adult-fiction,contemporary,contemporary-fiction,crime,crime-mystery,crime-mystery-thriller,crime-thriller,detective,fiction,general-fiction,legal-thriller,mysteries-thrillers,mystery,mystery-crime,mystery-series,mystery-thriller,mystery-thriller-suspense,mystery-thrillers,southern-fiction,suspense,suspense-thriller,thriller,thriller-mystery,thriller-suspense,thrillers"
5970,7743783,"adult-fiction,adult-romance,contemporary,contemporary-romance,erotic-romance,fiction,realistic-fiction,romance,romance-contemporary"
5971,7905977,"children,children-s,children-s-book,children-s-books,children-s-lit,childrens,childrens-books,comics,comics-and-graphic-novels,fantasy,fiction,graphic-novel,graphic-novels,historical-fiction,junior-fiction,juvenile-fiction,kids-fiction,middle-grade,sci-fi,science-fiction,young-adult"
5972,20413,"british-literature,children,children-books,children-read,children-s,children-s-book,children-s-books,children-s-classics,children-s-fiction,children-s-lit,children-s-literature,children-s-picture-books,children-ya,children-young-adult,childrens,childrens-books,childrens-classics,childrens-lit,childrens-literature,childrens-ya,classic-literature,classics,favorite-children-s-books,fiction,juvenile-fiction,literature,non-fiction,poetry,poetry-and-plays,young-adult"
5973,9914,"american-fiction,american-literature,contemporary,contemporary-fiction,english-literature,fiction,fiction-general,general-fiction,horror,literary-fiction,literature,literature-fiction,modern-fiction,mystery,thriller,to-read-fiction,transgressive-fiction"
5974,22054340,"fantasy,fiction,romance,royals,royalty,sci-fi,science-fiction,teen,ya,ya-books,ya-dystopia,ya-fantasy,ya-fiction,ya-lit,ya-romance,young-adult,young-adult-fiction"
5975,7202829,"action-thriller,adult-fiction,adventure-fiction,adventure-thriller,contemporary,fantasy,fiction,fiction-thriller,historical,historical-fiction,historical-mystery,history,military,mysteries-thrillers,mystery,mystery-crime,mystery-suspense,mystery-thriller,mystery-thriller-suspense,sci-fi,science-fiction,suspense,suspense-thriller,techno-thriller,thriller,thriller-mystery,thriller-suspense,thrillers"
5976,7469664,"adult-fiction,comic-graphic-novel,comics,comics-and-graphic-novels,comics-graphic-novels,comics-manga,comics-read,fantasy,fiction,graphic-novel,graphic-novel-comic,graphic-novel-comics,graphic-novels,graphic-novels-and-comics,graphic-novels-comic-books,graphic-novels-comics,graphic-novels-manga,graphic-novels-read,horror,image-comics,manga,manga-comics,read-comics,read-graphic-novels,sci-fi,sci-fi-fantasy,science-fiction,science-fiction-fantasy,suspense,thriller"
5977,20587777,"adult-fiction,contemporary,contemporary-fiction,fiction,fiction-to-read,general-fiction,historical,historical-fic,historical-fiction,history,literary-fiction,literature,modern-fiction,national-book-award,to-read-fiction,war"
5978,72657,"classics,economics,history,non-fiction,non-fiction-to-read,nonfiction,philosophy,philosophy-theory,political-philosophy,politics,psychology,to-read-non-fiction,to-read-nonfiction"
5979,17262540,"adult-fiction,aliens,classics,contemporary,fantasy,fantasy-sci-fi,fantasy-scifi,fiction,general-fiction,literature,non-fiction,poetry,sci-fi,sci-fi-and-fantasy,sci-fi-fantasy,science-fiction,science-fiction-fantasy,scifi,scifi-fantasy,space,speculative-fiction,to-read-fiction,war,ya,young-adult"
5980,26085,"comic-books-graphic-novels,comic-graphic-novel,comics,comics-and-graphic-novels,comics-dc,comics-graphic-novel,comics-graphic-novels,comics-manga,comics-read,comics-to-read,crime,dc-comics,detectives,fantasy,fiction,graphic-novel,graphic-novel-comic,graphic-novel-comics,graphic-novels,graphic-novels-and-comics,graphic-novels-comic-books,graphic-novels-comics,graphic-novels-manga,graphic-novels-read,graphic-novels-to-read,mystery,owned-comics,read-comics,read-graphic-novels,sci-fi,sci-fi-fantasy,science-fiction,superhero-comics,suspense,thriller,to-read-comics,to-read-graphic-novels,young-adult"
5981,10866624,"contemporary,fantasy,fantasy-paranormal,fantasy-sci-fi,fiction,gothic,horror,magic,mystery,mystery-thriller,paranormal-romance,romance,sci-fi-fantasy,suspense,teen,teen-fiction,to-read-ya,witches,ya,ya-books,ya-fantasy,ya-fiction,ya-lit,ya-paranormal,ya-to-read,young-adult,young-adult-fiction"
5982,112520,"aliens,classic-sci-fi,classics,fantasy,fantasy-and-sci-fi,fantasy-sci-fi,fantasy-scifi,fiction,fiction-sci-fi,hard-sci-fi,read-fiction,read-sci-fi,sci-fi,sci-fi-and-fantasy,sci-fi-fantasy,science-fiction,science-fiction-and-fantasy,science-fiction-fantasy,sciencefiction,scifi,scifi-fantasy,sf-fantasy,space,space-travel,speculative-fiction"
5983,28859,"classics,contemporary,contemporary-fiction,european-literature,fantasy,fiction,historical,historical-fiction,history,literary-fiction,literature,magical-realism,philosophy,romance,to-read-fiction"
5984,13477819,"children,children-s,children-s-books,children-s-fiction,children-s-lit,children-s-literature,children-ya,childrens,childrens-books,childrens-fiction,childrens-lit,childrens-literature,crime,detective,fantasy,fiction,j-fiction,juvenile-fiction,kids-fiction,middle-grade,middle-grades,mystery,mystery-thriller,noir,suspense,ya,young-adult"
5985,11765920,"contemporary,fantasy,fantasy-paranormal,fiction,magic,mystery,mythology,paranormal-fantasy,paranormal-romance,romance,sci-fi,science-fiction,suspense,teen,teen-fiction,witches,ya,ya-books,ya-fantasy,ya-fiction,ya-paranormal,young-adult,young-adult-fantasy,young-adult-fiction,young-adult-paranormal"
5986,10450750,"children,children-s,childrens,comic-books-graphic-novels,comic-graphic-novel,comics,comics-and-graphic-novels,comics-and-manga,comics-graphic-novels,comics-manga,comics-read,comics-to-read,fantasy,fiction,genre-fantasy,graphic-novel,graphic-novel-manga,graphic-novels,graphic-novels-and-comics,graphic-novels-and-manga,graphic-novels-comics,magic,manga,manga-and-graphic-novels,manga-comics,manga-graphic-novels,manga-read,middle-grade,to-read-comics,to-read-fantasy,ya,young-adult"
5987,18819296,"adult-fiction,contemporary,contemporary-fiction,fiction,general-fiction,mystery,realistic-fiction,romance,to-read-fiction,women-s-fiction,womens-fiction"
5988,7911,"childhood-classics,children,children-books,children-s,children-s-book,children-s-books,children-s-classics,children-s-fiction,children-s-lit,children-s-literature,children-ya,children-young-adult,childrens,childrens-books,childrens-chapter-books,childrens-classics,childrens-fiction,childrens-lit,childrens-literature,classic-literature,classics,fiction,for-children,historical,historical-fiction,junior-fiction,juvenile-fiction,literature,middle-grade,ya,ya-fiction,young-adult"
5989,3697927,"children,childrens,clean-romance,fairy-tales,fantasy,fantasy-sci-fi,fiction,historical,historical-fantasy,historical-fiction,historical-romance,magic,middle-grade,mystery,romance,royalty,sci-fi-fantasy,teen,teen-fiction,ya,ya-books,ya-fantasy,ya-fiction,ya-lit,ya-romance,ya-to-read,young-adult,young-adult-books,young-adult-fantasy,young-adult-fiction"
5990,8239301,"arabic-fiction,arabic-literature,fiction,historical-fiction,historical-novels,history,literature,politics,war"
5991,334818,"award-winner,award-winners,books-for-children,children,children-books,children-picture-books,children-read,children-s,children-s-book,children-s-books,children-s-lit,children-s-literature,children-s-picture-books,childrens,childrens-book,childrens-books,childrens-lit,childrens-literature,childrens-picture-books,childrensbooks,classics,favorite-children-s-books,fiction,for-children,historical,historical-fiction,history,national-book-award,realistic-fiction,young-adult"
5992,762563,"auto-biography,autobiography,bio-memoir,biography,biography-autobiography,biography-memoir,classics,history,memoir,memoir-autobiography,memoir-biography,memoirs,non-fiction,non-fiction-to-read,nonfiction,to-read-non-fiction,to-read-nonfiction"
5993,21329,"adult-fiction,comic-graphic-novel,comics,comics-and-graphic-novels,comics-graphic-novels,comics-i-own,comics-manga,comics-read,dc-comics,fairy-tales,fantasy,fantasy-sci-fi,fiction,folklore,graphic-novel,graphic-novel-comic,graphic-novel-comics,graphic-novels,graphic-novels-and-comics,graphic-novels-and-manga,graphic-novels-comic-books,graphic-novels-comics,graphic-novels-manga,graphic-novels-read,magic,manga-comics,manga-graphic-novels,modern-fantasy,mystery,mythology,read-comics,romance,sci-fi-fantasy,scifi-fantasy,vertigo-comics"
5994,56899,"adult-fiction,classics,fantasy,fiction,gothic,horror,latin-american-literature,literary-fiction,literature,magic-realism,magical-realism,mystery,romance,spanish-literature"
5995,31312,"non-fiction,non-fiction-to-read,nonfiction,psychology,psychology-books,psychology-self-help,to-read-non-fiction,to-read-nonfiction"
5996,900892,"business-economics,economics,economics-business,economics-finance,general-nonfiction,history,non-fiction,non-fiction-to-read,nonfiction,read-non-fiction,to-read-non-fiction,to-read-nonfiction"
5997,7129588,"contemporary,contemporary-romance,contemporary-ya,fiction,mystery,realistic-fiction,romance,teen,teen-fiction,teen-romance,ya,ya-books,ya-contemporary,ya-fiction,ya-romance,young-adult,young-adult-fiction,young-adult-romance"
5998,16152943,"adult-romance,college-romance,contemporary,contemporary-romance,fiction,new-adult-romance,realistic-fiction,romance,ya,ya-romance,young-adult"
5999,21796,"adult-fiction,american-fiction,classics,contemporary,contemporary-fiction,crime,crime-thriller,fiction,general-fiction,historical-fiction,literary-fiction,literature,mystery,mystery-crime,mystery-suspense,mystery-thriller,spy-thriller,suspense,suspense-thriller,thriller,thriller-suspense,thrillers,to-read-fiction"
6000,3870943,"adult-fiction,christian-fiction,christian-romance,christianfiction,clean-romance,fiction,fiction-historical,historic-fiction,historical,historical-fiction,historical-romance,history,mystery,regency-romance,religious-fiction,romance,romance-historical,romance-regency,to-read-fiction,ya,young-adult"
6001,16047244,"adult-fiction,adult-romance,contemporary,contemporary-romance,erotic-romance,fiction,romance,romance-contemporary,second-chance-romance,young-adult"
6002,76659,"adult-fantasy,adult-fiction,fantasy,fantasy-fiction,fantasy-sci-fi,fantasy-scifi,fantasy-series,fiction,fiction-fantasy,magic,modern-fantasy,mythology,romance,sci-fi,sci-fi---fantasy,sci-fi-and-fantasy,sci-fi-fantasy,science-fantasy,science-fiction,science-fiction-and-fantasy,science-fiction-fantasy,scifi,scifi-fantasy,sf-fantasy,speculative-fiction,young-adult"
6003,65217,"children,children-books,children-picture-books,children-read,children-s,children-s-book,children-s-books,children-s-classics,children-s-fiction,children-s-lit,children-s-literature,children-s-picture-books,children-young-adult,childrens,childrens-books,childrens-lit,childrens-literature,childrens-picture-books,childrens-ya,childrensbooks,classics,fairy-tales,fantasy,favorite-children-s-books,fiction,folklore,for-children,juvenile-fiction,read-children-s-books"
6004,9712492,"college-romance,contemporary,contemporary-romance,fantasy,fantasy-paranormal,fiction,mystery,paranormal-fantasy,paranormal-romance,romance,ya,ya-na,ya-paranormal,ya-romance,young-adult"
6005,15447,"adult-fiction,classic-fantasy,comic-fantasy,fantasy,fantasy-fiction,fantasy-high,fantasy-humor,fantasy-magic,fantasy-read,fantasy-sci-fi,fantasy-science-fiction,fantasy-scifi,fantasy-series,fantasy-sf,fiction,fiction-fantasy,genre-fantasy,magic,read-fantasy,romance,sci-fi,sci-fi---fantasy,sci-fi-and-fantasy,sci-fi-fantasy,science-fiction,science-fiction-and-fantasy,science-fiction-fantasy,scifi,scifi-fantasy,sf-fantasy,speculative-fiction,ya,young-adult"
6006,94804,"children,children-books,children-fiction,children-s,children-s-books,children-s-classics,children-s-fiction,children-s-lit,children-s-literature,children-s-picture-books,childrens,childrens-books,childrens-fiction,childrens-lit,childrens-literature,childrens-picture-books,childrensbooks,classics,fantasy,favorite-children-s-books,fiction,juvenile-fiction,young-adult"
6007,40470,"american-fiction,american-literature,classics,contemporary,contemporary-fiction,fiction,fiction-general,fiction-to-read,general-fiction,historical,historical-fiction,literary-fiction,literature,modern-fiction,southern-gothic,to-read-fiction"
6008,9305362,"adult-fiction,fantasy,fantasy-romance,fantasy-sci-fi,fiction,genre-fantasy,genre-romance,historical,historical-fiction,historical-romance,military,romance,royalty,sci-fi-fantasy,war,ya,young-adult"
6009,40159,"alternate-history,children,childrens,fantasy,fantasy-fiction,fantasy-sci-fi,fantasy-scifi,fantasy-series,fiction,genre-fantasy,historical,historical-fantasy,historical-fiction,middle-grade,mystery,mythology,politics,romance,royalty,sci-fi-fantasy,scifi-fantasy,speculative-fiction,teen,ya,ya-books,ya-fantasy,ya-fiction,ya-lit,young-adult,young-adult-fantasy,young-adult-fiction"
6010,953260,"children,children-books,children-s,children-s-books,children-s-lit,children-s-literature,childrens,childrens-books,childrens-lit,contemporary,fairy-tales,fantasy,fantasy-sci-fi,fiction,juvenile-fiction,magic,magical,middle-grade,modern-fantasy,mystery,sci-fi,sci-fi-fantasy,science-fiction,scifi-fantasy,teen,thriller,ya,ya-fantasy,ya-fiction,young-adult,young-adult-fiction"
6011,5548,"auto-biography,autobiography,autobiography-memoir,biographies-memoirs,biography,biography-autobiography,biography-memoir,fiction,history,history-biography,memoir,memoir-autobiography,memoir-biography,memoirs,non-fiction,non-fiction-to-read,nonfiction,philosophy,politics,psychology,space,to-read-non-fiction,to-read-nonfiction"
6012,7146335,"adult-fiction,contemporary,contemporary-fiction,fiction,fiction-to-read,general-fiction,irish-literature,literary-fiction,literature,mystery,realistic-fiction,to-read-fiction,ya,young-adult"
6013,77735,"fantasy,fantasy-sci-fi,fantasy-sf,fiction,military,military-fiction,military-sci-fi,military-science-fiction,military-scifi,military-sf,sci-fi,sci-fi-fantasy,science-fiction,science-fiction-and-fantasy,science-fiction-fantasy,sciencefiction,scifi,scifi-fantasy,sf-fantasy,space,space-travel,speculative-fiction,war"
6014,805023,"adult-fiction,classics,contemporary,creepy,fantasy,fiction,general-fiction,gothic,gothic-fiction,gothic-horror,horror,horror-suspense,mystery,mystery-thriller,mystery-thrillers,romance,suspense,suspense-thriller,teen,thriller,ya,young-adult,young-adult-fiction"
6015,22027459,"aliens,fantasy,fantasy-sci-fi,fantasy-scifi,fiction,historical-fiction,military,mystery,mystery-thriller,read-fiction,romance,sci-fi,sci-fi-fantasy,science-fiction,science-fiction-fantasy,scifi,scifi-fantasy,sf-fantasy,space,suspense,thriller,young-adult"
6016,8635145,"contemporary,fantasy,fantasy-paranormal,fantasy-romance,fiction,magic,mystery,mythology,paranormal-fantasy,paranormal-romance,paranormal-ya,romance,teen,ya,ya-books,ya-fantasy,ya-fiction,ya-paranormal,ya-romance,young-adult,young-adult-fantasy"
6017,192892,"adult-fiction,british-literature,british-mystery,classic-mystery,classics,cozy-mystery,crime,crime-and-mystery,crime-mystery,crime-mystery-thriller,detective,detective-fiction,detective-mystery,detective-stories,detectives,fiction,fiction-mystery,historical,historical-fiction,historical-mystery,literature,murder-mystery,mysteries-thrillers,mystery,mystery-cozy,mystery-crime,mystery-detective,mystery-series,mystery-suspense,mystery-thriller,mystery-thrillers,suspense"
6018,92250,"adult-fiction,award-winners,classics,contemporary,contemporary-fiction,fantasy,fiction,historical,historical-fiction,history,literary-fiction,literature,magical-realism,modern-classics,politics,read-fiction"
6019,1617875,"adult-fiction,chick-lit-romance,contemporary,contemporary-fiction,fiction,general-fiction,literature,realistic-fiction,romance,women-s-fiction,womens-fiction"
6020,330721,"adult-fiction,adult-romance,fiction,historic-romance,historical,historical-fiction,historical-romance,historical-romances,historicals,regency-romance,romance,romance-historical,romance-novels,romance-regency"
6021,8725,"auto-biography,autobiography,autobiography-memoir,bio-memoir,biographies-memoirs,biography,biography-and-memoir,biography-autobiography,biography-memoir,biography-memoirs,fiction,memoir,memoir-autobiography,memoir-bio,memoir-biography,memoirs,memoirs-and-biographies,memoirs-biographies,non-fiction,nonfiction,to-read-non-fiction,to-read-nonfiction"
6022,138134,"british-literature,classic-literature,classics,classics-to-read,english-classics,english-literature,fiction,literature,non-fiction,nonfiction,penguin-classics,poetry,poetry-plays,poetry-to-read,romance,to-read-fiction,to-read-poetry"
6023,129621,"contemporary,contemporary-romance,fiction,historic-romance,historical,historical-fiction,historical-romance,historical-romances,historicals,regency-romance,romance,romance-historical,romance-novels,romances"
6024,823411,"adult-fiction,canadian-fiction,canadian-literature,contemporary,contemporary-fiction,fiction,fiction-historical,fiction-to-read,general-fiction,historical,historical-fiction,history,literary-fiction,literature,military,non-fiction,to-read-fiction,war"
6025,30005,"20th-century-fiction,adult-fiction,american-literature,classics,crime,crime-and-mystery,crime-mystery,crime-mystery-thriller,crime-thriller,detective,detective-fiction,detectives,fiction,general-fiction,literature,mystery,mystery-and-crime,mystery-crime,mystery-crime-thriller,mystery-detective,mystery-suspense,mystery-thriller,noir,suspense,thriller,thrillers,to-read-fiction,to-read-mystery"
6026,17860217,"adult-romance,college-romance,contemporary,contemporary-romance,fiction,new-adult-romance,realistic-fiction,romance,romance-contemporary,ya,ya-romance,young-adult"
6027,204041,"comic-manga,comics,comics-and-manga,comics-graphic-novels,comics-manga,fantasy,fiction,genre-fantasy,graphic-novel,graphic-novel-manga,graphic-novels,graphic-novels-and-manga,graphic-novels-manga,japanese-literature,manga-and-comics,manga-and-graphic-novels,manga-anime,manga-books,manga-collection,manga-comic,manga-comics,manga-graphic-novels,manga-manhwa,manga-read,manga-to-read,mangas,mangas-comics,my-manga,read-manga,read-mangas,shonen-manga,ya,young-adult"
6028,9509289,"adult-fiction,contemporary,contemporary-fiction,fiction,fiction-general,general-fiction,mystery,realistic-fiction,romance,women-s-fiction,womens-fiction"
6029,350684,"adult-romance,contemporary,contemporary-romance,fiction,historic-romance,historical,historical-romance,historical-romances,historicals,regency-romance,romance,romance-historical,romance-novels,romances"
6030,785454,"adult-fiction,asian-literature,classics,contemporary,fiction,historic-fiction,historical,historical-fiction,history,indian-fiction,indian-literature,literary-fiction,literature,modern-classics,non-fiction,politics,read-fiction,war"
6031,8407173,"award-winners,classics,contemporary,contemporary-fiction,crime,fiction,historical,historical-fiction,literary-fiction,literature,mystery,mystery-thriller,printz-award,realistic-fiction,romance,suspense,teen,teen-fiction,teens,thriller,ya,ya-books,ya-fiction,ya-lit,young-adult,young-adult-fiction"
6032,1963638,"non-fiction,non-fiction-to-read,nonfiction,philosophy,psychology,religion-philosophy,to-read-non-fiction"
6033,20893314,"adult-fiction,award-winners,award-winning,contemporary,contemporary-fiction,crime,fiction,fiction-to-read,general-fiction,historical,historical-fiction,history,literary-fiction,literature,modern-fiction,mystery,mystery-thriller,non-fiction,nonfiction,politics,to-read-fiction"
6034,6373717,"contemporary,contemporary-fiction,contemporary-ya,fiction,psychology,realistic-fiction,romance,teen,teen-books,teen-fiction,ya,ya-books,ya-contemporary,ya-fiction,ya-lit,ya-to-read,young-adult,young-adult-books,young-adult-fiction"
6035,107772,"adult-fiction,adult-romance,fiction,historic-romance,historical,historical-fiction,historical-romance,historical-romances,historicals,history,romance,romance-historical,romance-novels"
6036,13525938,"adult-fiction,contemporary,contemporary-fiction,fiction,fiction-to-read,general-fiction,literary-fiction,literature,modern-fiction,realistic-fiction,to-read-fiction"
6037,18736925,"business-economics,contemporary,economics,economics-business,economics-finance,history,non-fiction,non-fiction-to-read,nonfiction,philosophy,politics,politics-economics,to-read-non-fiction,to-read-nonfiction"
6038,202146,"american-history,biography,biography-memoir,historical,historical-fiction,historical-non-fiction,historical-nonfiction,history,history-biography,memoir,memoirs,military,military-history,military-war,non-fiction,nonfiction,politics,to-read-non-fiction,us-history,war,warfare,world-history,world-war-2,world-war-ii,world-war-two"
6039,782854,"children,children-books,children-s,children-s-books,children-s-books-read,children-s-fiction,children-s-lit,children-s-literature,children-s-picture-books,children-ya,children-young-adult,childrens,childrens-book,childrens-books,childrens-fiction,childrens-lit,childrens-literature,childrens-picture-books,classics,favorite-children-s-books,favorite-childrens-books,fiction,juvenile-fiction,realistic-fiction"
6040,13555073,"alternate-history,children,children-s,children-s-books,childrens,childrens-books,creepy,crime,fantasy,fantasy-sci-fi,fiction,ghost,ghost-stories,ghosts,gothic,historical-fiction,horror,juvenile-fiction,magic,middle-grade,middle-grades,mystery,mystery-thriller,sci-fi-fantasy,suspense,teen,thriller,ya,ya-books,ya-fantasy,ya-fiction,ya-paranormal,young-adult,young-adult-fantasy,young-adult-fiction"
6041,18594633,"adult-fiction,contemporary,contemporary-fiction,crime,fiction,literary-fiction,literature,mystery,mystery-suspense,mystery-thriller,psychological-thriller,psychology,realistic-fiction,suspense,suspense-thriller,thriller,thrillers"
6042,110090,"award-winner,award-winners,award-winning,biography,classics,contemporary,contemporary-fiction,contemporary-lit,contemporary-literature,crime,fiction,general-fiction,historical,historical-fiction,historical-novels,history,literary-fiction,literature,modern-fiction,mystery,non-fiction,nonfiction,to-read-fiction"
6043,702539,"contemporary,contemporary-fiction,crime,crime-mystery,crime-novels,crime-thriller,detective,fiction,fiction-to-read,general-fiction,literature,modern-fiction,mystery,mystery-crime,mystery-suspense,mystery-suspense-thriller,mystery-thriller,noir,suspense,thriller,thriller-crime,thriller-mystery,thrillers,to-read-fiction"
6044,17302495,"college-romance,contemporary,contemporary-romance,fiction,new-adult-romance,realistic-fiction,romance,ya,ya-na,ya-romance,young-adult"
6045,113441,"adult-fiction,american-classics,american-fiction,american-literature,classic-fiction,classic-literature,classics,classics-to-read,contemporary,fiction,fiction-general,fiction-to-read,general-fiction,historical,historical-fiction,literary-fiction,literature,modern-classics,noir,to-read-classics,to-read-fiction"
6046,98685,"auto-biography,autobiography,bio-memoir,biographies-and-memoirs,biography,biography-and-memoir,biography-autobiography,biography-autobiography-memoir,biography-memoir,biography-memoirs,historical,history,history-biography,memoir,memoir-bio,memoir-biography,non-fiction,nonfiction,philosophy,space,to-read-biography,to-read-non-fiction,to-read-nonfiction"
6047,4618728,"adult-fiction,asian-literature,contemporary,fiction,general-fiction,historic-fiction,historical,historical-fiction,historical-romance,historicalfiction,history,romance,to-read-fiction,war"
6048,172764,"adult-fiction,contemporary,fantasy,fantasy-paranormal,fantasy-urban,fiction,horror,magic,mystery,paranormal-fantasy,paranormal-romance,romance,romance-paranormal,sci-fi,sci-fi-fantasy,science-fiction,suspense"
6049,107821,"adult-fiction,american-fiction,contemporary,contemporary-fiction,contemporary-lit,fiction,fiction-contemporary,fiction-read,general-fiction,literary-fiction,literature,modern-fiction,realistic-fiction,to-read-fiction"
6050,116054,"adult-fiction,british-fiction,british-literature,contemporary,contemporary-fiction,contemporary-romance,fiction,fiction-general,general-fiction,historical-fiction,modern-fiction,romance,to-read-fiction,women-s-fiction,womens-fiction"
6051,13580951,"contemporary,crime,fantasy,fiction,mystery,mystery-thriller,realistic-fiction,romance,suspense,teen,teen-fiction,teens,thriller,ya,ya-books,ya-contemporary,ya-fiction,ya-lit,ya-series,young-adult,young-adult-fiction"
6052,6571723,"fantasy,fantasy-paranormal,fiction,ghosts,horror,mystery,paranormal-fantasy,paranormal-romance,romance,suspense,teen,teen-fiction,vampire-fiction,ya,ya-books,ya-fantasy,ya-fiction,ya-paranormal,young-adult,young-adult-paranormal"
6053,107664,"children,children-s,childrens,childrens-books,contemporary,fantasy,fiction,horror,magic,middle-grade,mystery,sci-fi,sci-fi-fantasy,science-fiction,scifi-fantasy,suspense,teen,teen-fiction,thriller,witches,ya,ya-books,ya-fantasy,ya-fiction,ya-paranormal,young-adult,young-adult-fiction"
6054,20575425,"adult-fiction,alex-award,american-fiction,american-literature,contemporary,contemporary-fiction,contemporary-lit,contemporary-literature,fantasy,fiction,fiction-to-read,general-fiction,horror,literary-fiction,literature,modern-fiction,mystery,mystery-thriller,national-book-award,realistic-fiction,sci-fi,science-fiction,scifi,suspense,thriller,to-read-fiction,ya,young-adult"
6055,91203,"classic-literature,classical-literature,classics,european-literature,fantasy,fiction,fiction-historical,general-fiction,german-literature,historical,historical-fiction,history,literary-fiction,literature,modern-classics,romance,to-read-classics,war,world-literature"
6056,7817785,"contemporary,fantasy,fantasy-paranormal,fiction,magic,mythology,paranormal-fantasy,paranormal-romance,romance,teen,teen-fiction,witches,ya,ya-books,ya-fantasy,ya-fiction,ya-paranormal,ya-paranormal-romance,ya-romance,young-adult,young-adult-fiction,young-adult-paranormal,young-adults"
6057,5160,"african-american-literature,american-literature,auto-biography,autobiography,autobiography-biography,autobiography-memoir,biographies-memoirs,biography,biography-and-memoir,biography-autobiography,biography-memoir,classics,contemporary,fiction,history,literature,memoir,memoir-autobiography,memoir-biography,memoirs,memoirs-biographies,non-fiction,nonfiction,poetry,politics,to-read-non-fiction,to-read-nonfiction"
6058,1876770,"fantasy,fantasy-and-sci-fi,fantasy-epic,fantasy-fiction,fantasy-sci-fi,fantasy-sf,fiction,genre-fantasy,horror,literature,magic,romance,sci-fi-fantasy,speculative-fiction,to-read-fantasy,war"
6059,6266907,"adult-fiction,crime,crime-mystery,crime-thriller,detective,fiction,historical,historical-fiction,legal-thriller,murder-mystery,mystery,mystery-crime,mystery-suspense,mystery-suspense-thriller,mystery-thriller,suspense,thriller,thrillers"
6060,2118114,"behavioral-economics,economics,general-non-fiction,non-fiction,non-fiction-to-read,nonfiction,philosophy,psychology,psychology-books,psychology-self-help,psychology-sociology,social-psychology,to-read-non-fiction,to-read-nonfiction"
6061,423156,"children,children-s,children-s-book,children-s-books,children-s-fiction,children-s-lit,children-s-literature,children-ya,children-young-adult,childrens,childrens-books,childrens-lit,childrens-literature,classics,fiction,historical,historical-fiction,history,juvenile-fiction,literature,middle-grade,newbery-award,newbery-award-winners,realistic-fiction,ya,ya-fiction,young-adult"
6062,18774981,"memoir,non-fiction,non-fiction-to-read,nonfiction,philosophy,philosophy-religion,psychology,to-read-non-fiction,to-read-nonfiction"
6063,43037,"american-literature,children,children-s,children-s-books,children-s-lit,childrens,childrens-books,classic-fiction,classic-literature,classics,classics-to-read,fantasy,fiction,fiction-classics,fiction-literature,general-fiction,historical-fiction,literature,modern-classics,penguin-classics,short-fiction,to-read-fiction,ya,young-adult"
6064,95784,"asian-literature,biography,classics,crime,historical-fiction,historical-non-fiction,historical-nonfiction,history,history-biography,history-books,history-politics,history-to-read,horror,military,military-history,non-fiction,non-fiction-history,non-fiction-to-read,nonfiction,nonfiction-history,politics,to-read-history,to-read-non-fiction,to-read-nonfiction,true-crime,war,war-military,warfare,world-history,world-war-2,world-war-ii,world-war-two"
6065,4005310,"history,natural-history,non-fiction,non-fiction-science,nonfiction,nonfiction-science,other-non-fiction,philosophy,to-read-non-fiction,to-read-nonfiction"
6066,1627,"adult-fiction,american-literature,classics,contemporary,contemporary-fiction,fiction,general-fiction,historical,historical-fiction,literary-fiction,literature,love-story,realistic-fiction,romance"
6067,73080,"adult-fiction,adult-romance,contemporary,contemporary-fiction,contemporary-romance,fiction,modern-romance,romance,romance-contemporary,romance-novels,sports-romance"
6068,17934416,"adult-fiction,contemporary,contemporary-fiction,crime,fiction,general-fiction,mystery,mystery-suspense,mystery-thriller,suspense,thriller,thriller-mystery,thrillers,to-read-fiction,women-s-fiction"
6069,78985,"adult-fiction,classics,contemporary,contemporary-fiction,fiction,general-fiction,historical-fiction,mystery,mystery-and-thriller,mystery-thriller,mystery-thrillers,non-fiction,politics,pop-fiction,popular-fiction,suspense,suspense-thriller,thriller,thrillers,war"
6070,48318,"adult-fiction,children,children-s,children-s-books,children-ya,childrens,childrens-books,classics,contemporary,contemporary-fiction,fantasy,general-fiction,literature,magic,magical-realism,modern-fiction,mystery,philosophy,punya,scandinavian-literature,ya,young-adult,young-adults"
6071,15843166,"non-fiction,non-fiction-to-read,nonfiction,philosophy,to-read-non-fiction,to-read-nonfiction"
